source,target
690,1570
746,1570
1056,1571
719,1576
1332,1576
319,1577
87,1578
908,1579
928,1579
164,1580
569,1581
1074,1581
383,1583
1290,1585
1048,1587
282,1588
94,1589
1392,1590
259,1593
1093,1593
733,1596
170,1600
635,1601
1301,1602
834,1603
142,1607
210,1607
1185,1607
238,1608
270,1608
1248,1610
1476,1611
1498,1611
77,1612
268,1612
738,1613
355,1615
524,1615
600,1615
1430,1615
421,1616
974,1617
760,1619
1062,1621
1390,1621
650,1622
957,1625
756,1628
609,1633
1296,1635
791,1636
225,1638
417,1638
534,1640
738,1642
946,1642
653,1643
59,1645
772,1645
946,1645
1182,1645
1204,1645
63,1646
69,1647
466,1647
575,1647
1346,1648
1506,1649
21,1654
1294,1654
396,1655
1584,1655
14,1656
84,1656
514,1656
1128,1658
1639,1658
258,1659
380,1660
898,1660
293,1661
1130,1662
1416,1663
1512,1664
169,1665
971,1665
985,1665
216,1667
525,1668
917,1668
839,1670
119,1671
1162,1673
1296,1674
1472,1674
128,1676
491,1677
735,1678
193,1680
1252,1680
1256,1682
447,1685
1071,1685
1074,1689
1387,1689
84,1690
684,1690
955,1690
444,1691
1637,1691
230,1692
1347,1692
564,1695
1319,1695
731,1696
1357,1697
488,1698
755,1699
1040,1699
289,1700
1644,1700
577,1702
585,1702
377,1703
651,1704
1306,1705
878,1707
40,1708
943,1708
632,1709
1128,1709
1493,1710
1673,1710
619,1712
374,1713
1582,1713
859,1714
75,1715
675,1715
218,1718
191,1719
1606,1719
1668,1719
1008,1720
1476,1722
98,1723
709,1723
1200,1724
1203,1724
1347,1724
945,1725
505,1727
587,1727
278,1729
699,1729
1038,1729
951,1730
359,1732
542,1732
651,1732
1465,1732
323,1734
485,1734
389,1735
391,1736
645,1736
271,1738
460,1738
843,1741
65,1742
1149,1742
721,1743
1259,1748
1422,1751
1397,1752
505,1753
780,1753
523,1754
575,1754
1741,1754
796,1755
509,1760
1410,1760
42,1762
320,1762
903,1763
1636,1764
712,1765
1284,1765
195,1767
331,1767
1321,1767
677,1768
1508,1771
23,1772
1275,1772
1590,1772
859,1775
380,1776
1550,1776
1339,1777
1298,1778
505,1779
886,1782
1227,1782
128,1783
958,1786
1071,1786
1204,1787
573,1789
75,1790
232,1790
614,1791
1490,1791
1606,1791
442,1793
876,1793
127,1795
1361,1795
83,1796
571,1796
1233,1796
1182,1798
1066,1799
148,1801
814,1804
351,1805
525,1807
761,1808
1261,1809
1649,1809
738,1811
1696,1811
840,1812
48,1813
411,1815
1545,1815
311,1816
7,1818
1075,1818
1244,1818
1256,1818
1665,1820
918,1822
999,1822
125,1823
676,1823
790,1823
97,1824
1458,1824
1027,1825
1712,1825
763,1826
1057,1826
1677,1826
1007,1827
210,1828
859,1828
1250,1829
645,1830
658,1832
1238,1832
1524,1835
146,1836
147,1836
813,1836
1265,1836
1408,1836
297,1838
1785,1838
299,1839
575,1839
821,1839
1571,1839
1731,1839
50,1840
1193,1841
376,1842
1289,1848
1207,1849
439,1850
1686,1852
1512,1853
398,1854
1315,1858
669,1860
1165,1860
1054,1861
945,1862
222,1863
1017,1863
1166,1864
1568,1864
1000,1865
1717,1865
147,1867
562,1868
973,1868
1238,1870
1137,1872
1544,1872
237,1873
320,1873
1379,1873
585,1874
1801,1876
1343,1877
653,1880
1860,1880
1742,1882
599,1883
821,1883
580,1884
670,1884
1376,1884
1474,1884
1830,1885
1091,1886
1694,1886
1355,1887
830,1892
1641,1892
432,1893
634,1893
776,1894
58,1896
1135,1897
248,1898
611,1898
363,1899
632,1900
644,1901
1603,1901
125,1902
231,1902
1553,1905
336,1906
1587,1906
212,1908
1083,1908
1351,1909
1601,1909
197,1910
938,1911
18,1912
1166,1912
1732,1912
1800,1912
79,1913
1312,1915
124,1916
712,1916
452,1917
1588,1918
606,1919
1468,1922
654,1925
850,1925
1164,1926
1607,1927
371,1929
3,1930
653,1934
1519,1937
466,1939
1431,1940
1521,1940
1935,1940
1847,1941
462,1943
907,1943
1083,1944
1360,1944
1412,1944
1642,1944
238,1945
1245,1945
32,1946
353,1946
1211,1947
533,1948
43,1949
280,1949
772,1949
1004,1949
146,1950
17,1951
671,1953
804,1953
1626,1956
1159,1958
1660,1963
1200,1965
406,1966
1425,1966
961,1967
1430,1967
1771,1968
333,1969
1037,1969
1785,1969
502,1970
1647,1972
299,1973
1600,1975
1630,1975
736,1976
1173,1976
219,1979
1818,1979
785,1980
1648,1981
1700,1982
1731,1982
1783,1982
986,1986
363,1987
405,1987
629,1987
36,1988
74,1989
847,1989
1389,1990
1128,1991
1366,1991
1651,1991
813,1992
4,1994
91,1996
938,1997
211,1999
1317,2000
260,2001
1506,2001
1806,2004
720,2007
371,2008
244,2009
461,2009
1153,2009
1619,2009
1100,2010
339,2012
449,2012
138,2013
1387,2013
11,2014
940,2014
867,2015
1554,2015
1610,2015
1541,2016
1452,2017
1700,2017
1168,2018
1668,2019
151,2020
1061,2020
1959,2020
1250,2022
1138,2023
1948,2023
1191,2024
1671,2024
1030,2026
1309,2026
1755,2026
84,2028
1335,2028
1536,2028
859,2029
1086,2029
1673,2029
188,2030
1351,2030
1889,2034
2029,2034
227,2035
129,2036
1865,2038
379,2041
1079,2041
5,2043
143,2043
627,2043
1208,2043
688,2045
1060,2045
1311,2045
499,2046
1193,2046
1194,2046
10,2047
413,2047
907,2047
186,2050
1800,2051
606,2052
777,2052
1071,2053
2009,2055
199,2056
539,2056
1774,2056
393,2058
1792,2059
2022,2060
323,2061
600,2061
1125,2061
354,2062
1931,2063
1851,2064
109,2065
367,2065
1045,2065
1668,2065
765,2067
728,2068
986,2068
1782,2069
375,2071
760,2072
1117,2072
2016,2072
1095,2073
1982,2074
207,2075
187,2076
1586,2077
1554,2078
1858,2078
2044,2079
145,2081
284,2081
900,2083
1862,2083
1734,2084
3,2086
1233,2086
1329,2086
1716,2086
1792,2086
871,2087
1807,2087
1768,2088
404,2089
762,2090
1168,2091
400,2092
786,2092
1112,2092
39,2095
2015,2095
111,2097
722,2097
1921,2098
1887,2103
2070,2103
606,2104
1390,2105
223,2106
1679,2106
1345,2109
1201,2110
136,2111
1330,2111
883,2112
761,2113
1119,2113
1730,2113
188,2115
441,2115
1958,2119
1285,2120
153,2122
693,2122
859,2122
1055,2122
729,2126
1510,2126
345,2127
1870,2127
416,2130
1019,2131
1961,2131
1,2132
625,2132
1499,2135
586,2137
1607,2137
2010,2137
272,2138
994,2138
269,2143
1951,2143
1483,2145
1004,2146
1237,2146
1390,2148
1525,2148
34,2149
230,2149
1124,2149
1155,2149
1636,2149
155,2151
589,2154
410,2155
1662,2155
532,2157
79,2159
1476,2159
1333,2160
485,2161
722,2162
210,2164
200,2165
718,2166
2136,2166
247,2168
665,2168
1737,2169
90,2170
1210,2170
2048,2170
2159,2170
317,2171
2013,2171
2008,2172
1461,2173
1794,2173
950,2174
344,2175
39,2177
1073,2177
1145,2178
411,2179
1275,2179
225,2183
1287,2183
822,2184
118,2186
375,2186
1726,2186
1818,2186
1879,2186
128,2187
910,2187
1280,2187
1645,2187
2028,2187
1375,2188
739,2189
1563,2191
491,2194
1883,2194
114,2195
720,2195
1477,2195
1699,2195
2179,2196
1086,2197
1406,2198
855,2201
1640,2202
119,2203
1018,2203
1204,2203
2050,2203
1948,2205
678,2206
734,2206
119,2208
368,2208
710,2209
1452,2209
1928,2209
2126,2209
592,2211
73,2213
134,2213
2153,2213
2164,2213
198,2214
947,2220
1066,2220
588,2221
745,2221
3,2222
877,2222
1109,2222
1287,2222
73,2223
1263,2224
2024,2224
1753,2226
1789,2226
794,2227
2037,2227
1114,2229
956,2230
1820,2230
120,2231
889,2231
1258,2231
1124,2232
84,2233
609,2233
857,2233
882,2233
1723,2233
1789,2233
1914,2234
1496,2235
1901,2236
344,2237
1073,2237
304,2239
1358,2239
786,2240
491,2241
1252,2241
1476,2241
700,2242
1083,2242
1861,2242
1401,2243
538,2244
564,2245
1613,2245
834,2246
856,2247
904,2247
92,2250
1743,2250
112,2252
1589,2252
190,2253
939,2254
975,2254
1943,2254
786,2255
1232,2255
1274,2255
147,2257
1227,2257
1444,2258
297,2259
922,2259
773,2260
1936,2260
433,2261
448,2261
599,2261
1645,2261
1933,2262
1134,2263
1022,2265
1666,2265
2252,2265
188,2266
237,2267
388,2267
438,2268
2122,2269
362,2270
44,2271
803,2271
449,2272
21,2273
1278,2273
2139,2274
1776,2275
224,2276
1606,2277
1965,2277
2244,2279
1021,2281
1105,2281
746,2282
1110,2283
498,2284
1106,2284
101,2285
1966,2285
2214,2285
1277,2287
1970,2287
2150,2287
1313,2290
1704,2292
125,2293
376,2293
263,2295
903,2296
431,2298
1274,2298
607,2299
560,2300
1301,2300
2081,2300
494,2302
615,2302
662,2303
1264,2303
763,2305
83,2306
565,2306
746,2306
2211,2307
1354,2308
1750,2308
562,2309
158,2310
983,2310
172,2311
214,2311
1768,2311
1552,2313
1671,2313
2140,2314
145,2315
660,2315
2214,2316
127,2317
2055,2317
626,2318
1242,2318
1277,2318
889,2319
490,2320
1595,2321
1395,2322
124,2323
1127,2324
1310,2325
2001,2326
923,2328
481,2329
751,2329
2106,2329
5,2330
997,2330
294,2335
336,2335
700,2335
1913,2336
660,2337
119,2340
1957,2340
312,2341
1466,2341
2254,2341
128,2344
1605,2344
1937,2344
1950,2344
1764,2345
1339,2346
1603,2346
51,2347
520,2347
1309,2347
1682,2347
1842,2347
2277,2347
1641,2348
2310,2349
390,2352
1655,2354
1024,2355
1832,2355
797,2356
764,2357
1810,2357
2285,2357
434,2358
477,2358
1884,2359
920,2360
2255,2361
2321,2361
1856,2362
1303,2363
1866,2363
2021,2363
2138,2363
1071,2364
2329,2364
1163,2365
671,2367
984,2367
1058,2367
2331,2367
2259,2368
328,2369
1791,2369
131,2370
664,2371
807,2371
1091,2371
682,2372
1432,2373
1698,2373
334,2375
2021,2375
1423,2376
2011,2376
1557,2377
47,2378
1212,2378
428,2379
537,2379
1084,2379
1623,2379
304,2380
386,2381
1392,2381
1749,2381
413,2383
903,2383
676,2385
986,2385
268,2386
843,2386
2258,2386
2287,2386
1382,2388
1582,2388
2328,2388
2375,2389
1205,2390
608,2391
1586,2391
506,2392
967,2393
1149,2393
1058,2397
1515,2398
2308,2398
1062,2399
2336,2400
2381,2400
83,2401
302,2401
450,2401
923,2401
223,2402
693,2402
947,2403
82,2404
950,2405
1025,2406
740,2407
1564,2407
29,2408
49,2408
272,2408
961,2409
1049,2411
1818,2411
685,2412
878,2412
1871,2413
263,2414
318,2414
2341,2414
2162,2416
2179,2416
2325,2416
575,2417
921,2417
31,2418
274,2418
432,2419
1891,2419
386,2420
942,2420
1408,2420
1605,2420
912,2421
1061,2421
235,2422
1670,2422
542,2425
128,2426
611,2426
787,2426
1835,2426
310,2427
339,2427
2239,2427
604,2428
495,2429
377,2430
582,2430
920,2430
1375,2430
200,2431
460,2431
546,2431
902,2431
1967,2432
1564,2433
1183,2434
1337,2435
1138,2436
1383,2436
1891,2437
1295,2438
177,2439
608,2439
1590,2439
1158,2443
1917,2443
224,2444
2267,2445
1389,2446
516,2447
902,2447
1197,2447
2255,2447
673,2448
1400,2449
1430,2450
1956,2450
2276,2450
2324,2450
364,2452
616,2452
1970,2452
624,2453
2419,2453
1093,2455
2140,2455
370,2456
718,2456
953,2456
1721,2456
124,2458
553,2459
313,2460
2382,2460
1471,2461
2208,2461
453,2462
1247,2463
1676,2464
1632,2466
866,2467
1257,2468
2460,2469
120,2470
1405,2470
1517,2470
1834,2470
2274,2470
86,2472
1292,2472
1510,2472
608,2473
700,2473
794,2473
812,2473
1617,2473
1,2475
557,2475
1301,2475
1317,2475
1326,2475
1785,2476
1797,2478
1854,2478
1222,2480
1329,2480
1830,2480
176,2481
1518,2481
2464,2482
629,2484
1001,2484
1022,2484
1553,2484
1956,2484
343,2487
2131,2488
1718,2489
493,2490
679,2490
1329,2492
2079,2492
1939,2493
8,2494
992,2494
1977,2494
2111,2494
2351,2494
613,2495
2351,2496
350,2497
1342,2497
1783,2497
1630,2498
1200,2499
1138,2500
341,2501
2498,2502
1,2503
2024,2503
180,2504
664,2504
1129,2504
509,2505
825,2505
1444,2505
2332,2505
1246,2506
2026,2507
2282,2508
1081,2509
1603,2509
1335,2511
1371,2511
1760,2511
2437,2512
2456,2512
2050,2513
1822,2514
2355,2514
1128,2515
2487,2515
1439,2517
328,2520
2037,2521
2359,2521
266,2522
1217,2522
1254,2522
1770,2522
632,2524
1379,2526
2019,2526
1066,2527
2040,2527
2046,2527
500,2528
2274,2528
1950,2530
1997,2530
2208,2530
555,2531
1150,2531
1615,2531
1358,2532
2313,2532
2304,2533
1823,2534
830,2535
1185,2535
2362,2535
1687,2536
2413,2536
2501,2536
156,2537
676,2538
1813,2539
644,2540
1511,2540
746,2542
1486,2542
2139,2544
1657,2545
1090,2548
1206,2548
2329,2548
1906,2550
1211,2551
2308,2551
518,2552
875,2552
124,2554
898,2554
107,2555
304,2555
423,2555
1298,2555
2431,2555
887,2556
1621,2556
1842,2556
1974,2556
1235,2557
1509,2558
1575,2558
1060,2559
1850,2560
1875,2560
1611,2561
507,2562
1780,2562
2073,2564
2470,2564
370,2565
1493,2565
1001,2567
1957,2567
509,2568
1310,2568
1444,2568
1041,2569
1593,2569
2353,2569
1306,2570
1895,2570
539,2571
985,2571
442,2572
2486,2572
2499,2573
181,2574
1382,2574
757,2579
809,2579
1999,2579
1597,2580
2432,2581
703,2582
1059,2582
1535,2583
1406,2584
1321,2585
1498,2585
2222,2585
1287,2587
610,2588
1823,2589
1944,2589
2092,2589
2093,2590
729,2593
1741,2593
876,2595
2594,2595
184,2596
591,2596
1072,2596
696,2597
119,2598
1026,2598
297,2599
1193,2600
1026,2602
1679,2603
1609,2604
720,2605
1211,2605
2468,2605
720,2606
1537,2606
2002,2608
2052,2608
859,2609
64,2610
202,2610
2128,2610
1512,2611
321,2613
1613,2613
746,2614
1017,2614
1753,2614
1807,2614
1758,2615
660,2616
80,2619
858,2619
2100,2619
2148,2619
1697,2622
2095,2623
1171,2626
1618,2626
2176,2626
2505,2627
100,2628
733,2628
482,2631
937,2631
1900,2631
58,2632
257,2632
1106,2632
1732,2632
2517,2632
145,2635
2616,2636
803,2637
293,2638
1215,2638
130,2639
1148,2639
2357,2640
1115,2643
1492,2643
2269,2643
562,2645
776,2645
1101,2645
2137,2645
2208,2645
2327,2646
197,2647
2223,2647
773,2648
1060,2648
1031,2649
1486,2650
2011,2650
2084,2650
341,2651
1941,2651
2431,2651
2648,2652
709,2654
735,2654
1818,2655
835,2656
356,2657
695,2658
1172,2659
1580,2661
2582,2661
2108,2662
2330,2662
785,2663
84,2664
1699,2664
2492,2664
620,2665
1473,2665
206,2666
2403,2666
1452,2668
1793,2668
555,2669
1098,2669
1187,2670
1180,2671
1479,2671
2243,2671
1403,2672
1838,2672
660,2673
862,2673
1338,2673
1384,2673
2525,2673
2114,2674
123,2675
1147,2675
324,2676
442,2676
63,2679
2318,2679
274,2682
887,2682
982,2683
912,2684
627,2685
2281,2686
1234,2687
690,2688
977,2688
1899,2688
351,2690
1774,2690
947,2693
1516,2693
1758,2695
2304,2695
2375,2695
2533,2695
144,2696
936,2696
1739,2697
2304,2697
541,2698
1021,2698
2481,2699
971,2700
1305,2700
2092,2700
2242,2700
2563,2700
1769,2701
1067,2702
1659,2703
2176,2704
1189,2705
774,2706
787,2706
932,2706
2261,2706
326,2707
573,2707
2027,2707
2611,2708
17,2711
2326,2711
856,2713
1254,2714
1662,2714
1813,2714
1979,2714
1824,2715
1906,2715
302,2717
324,2717
379,2719
1550,2720
398,2721
847,2722
1458,2722
1778,2722
2038,2722
674,2723
2601,2724
923,2727
1310,2727
454,2728
1406,2728
547,2729
2287,2729
160,2730
1898,2730
904,2731
70,2732
183,2732
2039,2732
2521,2733
268,2735
2583,2736
323,2738
725,2738
2512,2739
177,2740
709,2740
760,2740
2344,2740
636,2741
1714,2742
2507,2742
430,2743
888,2744
1218,2744
691,2745
1130,2745
2135,2746
1938,2748
529,2749
1131,2751
1893,2751
2610,2751
2745,2751
186,2752
555,2752
739,2754
1183,2755
611,2756
887,2756
1264,2757
863,2758
757,2759
2248,2759
1938,2760
1668,2762
1918,2762
609,2763
1029,2763
1461,2763
5,2764
819,2764
1801,2764
595,2765
1635,2765
2434,2765
877,2766
1041,2766
1407,2769
1999,2772
1070,2773
1649,2773
2396,2773
715,2774
1130,2774
2451,2774
808,2775
1286,2775
1618,2775
2102,2775
1465,2776
690,2777
1127,2777
1689,2777
1967,2777
2185,2777
188,2778
1342,2778
2114,2778
131,2779
167,2779
208,2780
503,2780
544,2780
1397,2781
1495,2782
2432,2782
2034,2784
2360,2784
834,2785
127,2786
473,2786
1467,2786
352,2787
2416,2787
1077,2788
1217,2788
1583,2788
77,2789
847,2789
1788,2789
2303,2790
486,2791
663,2791
2374,2791
809,2792
1540,2792
2530,2792
2580,2792
0,2793
1046,2793
1796,2793
114,2795
335,2795
1022,2795
1721,2795
2056,2795
1222,2796
2728,2796
251,2797
586,2797
2025,2797
2461,2797
156,2798
713,2798
637,2799
1520,2800
2655,2802
1408,2803
2188,2803
2210,2803
1477,2804
2616,2804
835,2805
1376,2805
2704,2806
281,2808
1346,2808
1517,2808
2484,2808
644,2809
2261,2809
2679,2810
340,2811
1199,2811
1204,2811
2371,2812
1851,2813
669,2814
1913,2815
1410,2816
1990,2816
195,2817
2505,2818
885,2819
1464,2819
896,2821
2216,2821
207,2823
210,2823
652,2823
2605,2823
1330,2824
2137,2824
1173,2825
1390,2826
744,2827
1609,2827
1095,2828
2343,2829
70,2830
1558,2830
1852,2830
2350,2830
958,2832
985,2832
559,2833
631,2834
2323,2834
1280,2835
2100,2835
2234,2836
399,2838
2600,2838
49,2839
1937,2839
2695,2839
974,2840
1732,2842
2364,2842
1062,2843
2256,2843
201,2844
837,2845
1811,2845
103,2846
1405,2846
1614,2846
1915,2846
2546,2847
117,2848
1681,2848
1209,2849
1302,2849
2473,2849
2766,2849
349,2850
998,2850
298,2851
471,2851
904,2851
418,2852
2291,2852
1630,2853
2163,2854
2472,2854
268,2855
2065,2855
259,2856
1200,2856
1603,2856
2660,2856
917,2858
1016,2860
1688,2860
2377,2860
2132,2861
1600,2862
1909,2862
2158,2862
2763,2862
854,2863
925,2863
1856,2863
2219,2863
156,2864
2439,2864
375,2865
1507,2865
2419,2865
1592,2866
2750,2866
465,2867
1559,2867
1314,2868
1764,2868
2205,2870
2212,2870
2635,2870
927,2871
2710,2871
88,2872
125,2872
1552,2872
8,2874
856,2874
2769,2875
464,2876
1518,2877
1625,2877
1136,2878
1817,2879
1937,2879
435,2880
1449,2881
1735,2881
2736,2881
733,2882
2604,2882
1777,2883
2284,2883
384,2884
740,2884
1140,2884
1987,2884
2366,2884
389,2885
2609,2885
991,2886
1255,2886
1444,2886
1616,2886
1962,2886
2145,2886
386,2887
861,2887
1573,2888
1769,2888
2368,2888
2838,2888
1935,2889
1795,2890
2340,2890
657,2891
2720,2891
1044,2892
1659,2892
2718,2892
421,2894
2854,2894
1408,2896
2697,2896
13,2897
735,2897
1144,2898
2747,2899
160,2901
708,2902
731,2902
1272,2902
2565,2902
2661,2902
1673,2903
998,2904
1705,2904
2206,2904
921,2908
1387,2908
1637,2908
147,2910
2354,2910
910,2911
119,2912
1554,2913
2911,2913
305,2914
1688,2914
1037,2915
1306,2915
554,2916
1177,2916
1517,2917
1538,2917
1844,2917
93,2918
1574,2918
223,2920
720,2920
1585,2920
2435,2921
17,2924
536,2924
38,2925
500,2925
902,2925
2575,2926
1473,2928
2339,2929
2566,2929
62,2930
1122,2930
1514,2930
1007,2932
2137,2932
279,2933
1832,2933
103,2934
1339,2935
2225,2935
320,2937
1614,2938
347,2939
1371,2940
1451,2940
2582,2940
1452,2942
1505,2943
1791,2944
2166,2944
1822,2945
2063,2945
2765,2945
596,2946
2914,2946
1921,2947
2001,2948
2057,2948
2612,2949
983,2950
1971,2950
2270,2950
857,2951
2135,2951
601,2952
663,2952
2056,2952
2163,2952
1987,2953
1995,2953
2427,2953
2468,2953
1622,2954
2191,2954
571,2957
575,2957
2837,2957
926,2958
1481,2958
403,2959
1091,2959
1847,2959
895,2960
1230,2960
1882,2961
2065,2962
2315,2962
164,2963
1711,2963
129,2965
737,2965
2165,2966
708,2967
2408,2967
2807,2967
1526,2968
594,2969
1802,2969
26,2970
1425,2970
