source,target
173,2172
1474,2172
380,2174
628,2174
26,2178
792,2179
1860,2182
1176,2187
1685,2189
276,2192
790,2215
1027,2217
1951,2229
351,2231
250,2236
1524,2238
1651,2238
2054,2240
1035,2244
679,2253
1611,2260
1402,2262
1577,2268
1903,2270
1216,2271
1885,2271
1030,2272
413,2289
1062,2294
1720,2294
1921,2297
2284,2322
1846,2329
1805,2344
812,2346
2157,2360
782,2364
1460,2365
2067,2366
371,2379
2200,2381
625,2387
1268,2391
1630,2391
2265,2394
1192,2410
106,2411
1631,2413
1375,2414
377,2419
2390,2423
773,2427
1343,2431
1010,2436
1280,2436
2186,2438
790,2439
580,2443
342,2444
1661,2453
1210,2458
2254,2458
2260,2458
973,2459
309,2460
30,2467
1150,2472
2118,2475
2137,2476
498,2479
750,2482
1758,2483
540,2489
2462,2489
978,2495
2343,2497
1264,2498
696,2499
666,2502
1136,2508
1029,2509
483,2512
565,2516
766,2518
1739,2518
1673,2521
813,2523
1634,2530
505,2531
2445,2533
1214,2541
1757,2545
1933,2550
1881,2554
2418,2554
779,2561
1954,2561
1589,2562
1117,2564
1214,2565
2066,2565
1711,2566
27,2568
1056,2568
351,2570
457,2570
110,2574
1023,2577
1932,2580
77,2584
369,2584
903,2587
2093,2591
277,2602
250,2609
174,2610
1662,2611
2005,2621
2513,2621
540,2625
1156,2625
495,2628
882,2637
251,2639
317,2654
517,2654
665,2657
2193,2660
1436,2664
2467,2665
845,2666
1124,2666
148,2674
2584,2676
1331,2688
1532,2688
817,2696
964,2699
1425,2699
1952,2700
2342,2705
2683,2709
66,2710
596,2720
1748,2720
2090,2721
501,2723
1457,2726
955,2728
1574,2729
2535,2739
2723,2741
1778,2743
2233,2743
1443,2744
1800,2748
1666,2750
1725,2753
2240,2761
404,2770
1635,2776
1885,2781
1630,2791
1198,2797
1048,2802
893,2808
981,2815
1575,2818
1094,2830
1317,2830
836,2832
796,2844
1233,2844
2581,2850
105,2851
1087,2852
1804,2856
1906,2857
701,2860
1065,2860
2679,2867
2524,2868
365,2872
456,2874
1915,2874
1807,2879
2369,2879
2158,2887
1594,2890
147,2892
2711,2901
639,2904
1006,2904
2630,2905
2899,2907
2779,2908
873,2909
1263,2909
730,2911
506,2921
1124,2926
2479,2949
2822,2949
2567,2950
1076,2951
884,2952
217,2959
1529,2959
2302,2969
260,2970
496,2980
2711,2980
2147,2982
2595,2984
2425,2986
1403,2989
834,2990
1950,2992
114,2995
2985,2997
2096,3000
79,3001
46,3002
2703,3002
2852,3005
1340,3008
841,3009
1842,3009
1104,3011
870,3014
2329,3015
888,3022
2855,3025
2254,3031
1540,3038
2118,3040
948,3042
1381,3044
74,3049
597,3053
798,3053
1669,3053
2231,3053
1001,3054
450,3057
95,3062
2710,3066
910,3068
783,3075
1014,3075
2656,3077
894,3080
598,3082
1523,3085
1083,3089
419,3092
424,3105
2751,3113
945,3114
548,3115
2977,3117
503,3118
2769,3119
222,3129
1958,3129
1247,3131
2731,3132
1783,3136
1822,3137
561,3139
1450,3143
1021,3145
1212,3145
2070,3145
1994,3146
2869,3148
1714,3151
1839,3152
2619,3154
1163,3164
2027,3164
2818,3172
1578,3175
3,3176
2982,3182
167,3186
457,3186
1108,3195
2647,3196
85,3201
351,3201
3174,3201
2841,3202
2062,3205
1356,3206
2270,3209
1500,3216
2422,3216
1887,3217
2999,3217
1559,3225
907,3228
2391,3231
94,3238
2045,3239
1348,3241
475,3242
1200,3242
1639,3243
803,3245
2045,3247
1013,3249
3000,3251
3084,3251
2936,3264
654,3268
1465,3269
2255,3271
2861,3274
896,3275
1358,3275
2700,3276
235,3279
804,3285
1018,3287
1445,3288
2226,3288
1007,3291
1951,3293
2008,3293
1359,3294
1999,3295
3040,3295
1983,3299
527,3301
913,3302
972,3302
1515,3302
2336,3302
2350,3304
1890,3314
1252,3315
2627,3315
2402,3316
3070,3322
836,3324
2200,3329
1270,3334
3182,3336
1493,3337
1066,3343
3073,3344
686,3345
844,3345
144,3347
762,3347
1619,3349
2578,3350
2783,3356
3312,3357
1725,3362
2134,3362
1506,3363
2187,3363
92,3364
1006,3364
898,3365
2407,3365
437,3366
1332,3371
2731,3371
2287,3374
1947,3375
786,3379
865,3379
2800,3381
1326,3384
937,3386
1005,3386
1051,3387
2652,3388
3017,3389
3244,3389
206,3390
580,3391
2257,3394
3204,3394
1775,3395
2305,3395
2349,3400
2937,3400
3268,3401
1695,3406
189,3408
902,3409
224,3412
1305,3412
1145,3414
62,3417
1415,3420
1117,3421
2028,3421
2855,3429
1669,3430
17,3431
2565,3431
315,3433
3345,3433
1178,3435
2716,3449
481,3452
1317,3452
786,3456
511,3459
955,3460
3058,3463
1927,3465
1169,3466
631,3469
1542,3473
2677,3473
2709,3474
360,3475
2405,3478
1866,3479
3468,3479
240,3480
84,3482
1111,3483
535,3488
1285,3488
965,3493
903,3495
1644,3496
2893,3503
2896,3503
2907,3503
1161,3512
1857,3515
450,3523
2724,3527
246,3530
2967,3531
3034,3534
703,3541
256,3543
304,3545
460,3552
3433,3552
1291,3553
3003,3553
11,3554
549,3557
1314,3563
1808,3563
2511,3564
570,3568
2753,3568
901,3571
3197,3571
1310,3576
3033,3576
1061,3577
1208,3577
3309,3581
70,3582
3197,3584
2272,3586
1514,3589
323,3590
1094,3592
1669,3592
841,3593
725,3596
1235,3596
38,3599
1305,3599
124,3601
3011,3601
2727,3605
3027,3607
1660,3615
2072,3615
2635,3615
2447,3619
162,3621
1541,3621
2523,3631
1576,3632
2441,3632
3625,3632
773,3633
3022,3635
415,3636
2426,3636
480,3642
599,3643
1106,3646
1691,3651
2557,3651
353,3652
988,3652
2559,3655
2202,3658
2920,3658
2155,3660
1245,3663
2223,3665
2544,3665
420,3670
2664,3670
1795,3672
2151,3673
2640,3676
188,3678
1161,3679
1288,3682
2131,3683
1395,3687
63,3690
1917,3691
2586,3695
1300,3697
639,3699
3184,3707
2391,3708
2258,3709
1209,3710
1303,3717
3034,3717
1762,3719
1950,3720
2043,3720
3675,3729
3688,3729
2545,3731
32,3740
3379,3742
688,3743
1399,3744
1425,3744
3616,3744
2299,3749
3735,3753
2486,3754
2880,3757
1962,3759
1455,3761
1460,3764
2922,3765
3627,3766
1578,3767
2190,3770
309,3772
487,3774
2977,3774
3710,3775
1594,3778
3204,3778
123,3780
1725,3780
3246,3782
649,3787
2438,3789
793,3790
361,3791
3699,3791
1253,3792
2765,3796
728,3799
3412,3800
594,3804
2168,3809
2712,3811
1188,3813
818,3815
1928,3816
115,3817
2832,3817
1375,3819
3091,3821
2679,3824
2893,3824
2823,3825
514,3829
3665,3829
2239,3831
2576,3831
1300,3834
175,3837
3435,3838
3277,3840
938,3843
1698,3843
402,3844
0,3847
3810,3848
1079,3853
3538,3854
133,3857
3263,3861
3609,3864
358,3865
1384,3865
39,3867
724,3869
249,3870
2340,3871
171,3872
2540,3872
3384,3875
1474,3883
2506,3883
839,3884
3250,3887
2032,3891
2500,3895
1830,3896
3821,3898
830,3899
1406,3901
1775,3902
2962,3902
2475,3903
3659,3903
16,3904
1602,3905
2698,3905
2839,3908
2193,3912
63,3913
3684,3913
3470,3920
310,3923
1146,3928
3733,3929
3339,3931
3206,3932
2091,3934
2357,3936
1111,3941
2133,3941
2423,3942
3607,3942
3237,3947
246,3950
682,3951
1650,3951
683,3952
618,3953
725,3953
621,3954
871,3955
1343,3956
1664,3957
3547,3959
987,3962
1527,3966
2784,3966
2931,3967
3380,3968
3816,3972
2744,3983
3435,3983
3332,3986
2694,3990
625,3991
763,3991
2384,3991
3105,3991
367,3994
662,3994
1796,3994
2058,3994
1080,3999
3433,4004
2090,4007
3652,4009
10,4015
2414,4019
1617,4022
3135,4022
2217,4023
3625,4025
1006,4026
274,4027
181,4028
3203,4035
2707,4038
3780,4041
3802,4041
1297,4049
1392,4050
1711,4050
1698,4052
1688,4059
2643,4061
1644,4066
31,4070
132,4070
3110,4070
2172,4071
3461,4075
159,4080
459,4087
2343,4088
512,4093
2170,4093
2608,4093
2513,4094
3510,4094
66,4102
2221,4104
2853,4110
3958,4110
2813,4114
1582,4119
1620,4121
324,4122
2519,4122
1430,4123
926,4124
952,4124
1459,4124
1985,4125
647,4126
3368,4127
3754,4128
2802,4129
675,4133
3620,4136
1820,4137
2831,4142
1011,4144
3623,4145
3784,4147
2958,4150
919,4151
589,4154
1823,4155
3090,4157
853,4162
2245,4163
1653,4166
160,4167
1765,4167
279,4168
2798,4170
2163,4172
1640,4176
3525,4177
1674,4180
2969,4185
518,4186
2354,4188
2090,4191
3226,4191
3367,4194
3467,4194
3796,4199
160,4201
4174,4201
2743,4205
4028,4206
3098,4209
1570,4217
2136,4219
162,4221
558,4224
3637,4224
1713,4232
1483,4233
1040,4234
3183,4234
1774,4235
1817,4240
3588,4242
2509,4243
875,4244
11,4252
276,4254
1577,4255
2351,4257
979,4259
1041,4261
1894,4261
2004,4261
2204,4265
4111,4268
1150,4271
847,4278
1726,4279
2140,4281
1557,4283
85,4284
685,4284
3326,4285
2090,4290
31,4292
1583,4293
869,4297
2274,4297
3623,4297
291,4299
3620,4299
196,4300
1985,4301
3111,4302
2179,4303
1738,4305
2228,4306
1224,4312
2037,4313
227,4314
2780,4314
3998,4314
602,4315
2806,4315
3625,4317
859,4321
3019,4323
2456,4324
2751,4324
372,4326
1151,4328
3385,4333
3542,4333
621,4334
4089,4334
3221,4336
4039,4336
3107,4337
4055,4337
954,4344
1695,4348
4127,4348
649,4349
1040,4349
4012,4355
2043,4356
2586,4359
2041,4360
326,4362
4331,4362
163,4364
3250,4364
55,4365
739,4365
2415,4366
271,4368
934,4368
1145,4368
42,4370
2667,4372
252,4373
1317,4373
1183,4375
2076,4375
4315,4375
1113,4378
2577,4380
1094,4383
1836,4383
56,4384
460,4387
2116,4387
3654,4391
3096,4394
2804,4404
2642,4405
2891,4405
1115,4407
4229,4409
3186,4411
4347,4412
2298,4413
1416,4415
543,4416
2306,4419
2506,4419
3877,4422
2702,4423
3872,4423
3366,4424
3726,4427
163,4429
422,4430
3786,4431
438,4435
1979,4438
4126,4438
2541,4440
1177,4441
1927,4449
2712,4449
549,4450
2813,4453
3475,4453
632,4457
2770,4461
4366,4462
3777,4468
4264,4469
3502,4470
2984,4471
3205,4474
1571,4476
1928,4477
2598,4478
3318,4478
4105,4480
3218,4482
2447,4487
401,4488
1114,4493
464,4495
1540,4495
2560,4495
948,4498
3601,4501
4362,4501
1330,4503
2676,4503
779,4505
3346,4510
732,4511
1626,4511
2252,4514
3019,4514
2259,4515
414,4516
148,4517
425,4519
1054,4521
429,4525
2461,4526
3313,4526
4034,4526
949,4527
4425,4528
1888,4531
4244,4532
4500,4532
3664,4533
2960,4534
1229,4536
3309,4536
4375,4537
533,4538
3806,4538
1085,4543
2368,4543
3885,4547
40,4549
2454,4551
4271,4557
276,4559
3322,4561
3543,4561
3898,4563
1464,4564
28,4565
1073,4565
3183,4565
1014,4567
1650,4567
113,4569
3297,4574
912,4576
486,4577
1396,4578
4177,4578
1856,4583
3588,4587
1316,4589
3576,4589
3352,4593
4007,4593
4081,4593
1113,4594
516,4595
3380,4595
79,4597
2484,4597
3703,4598
110,4599
1223,4599
1455,4599
2342,4599
2481,4599
1029,4600
2580,4600
3322,4603
4483,4604
4202,4615
2878,4619
2902,4621
2637,4622
3349,4622
1636,4623
4495,4623
2841,4628
3109,4630
2425,4631
2927,4631
3603,4633
2419,4634
2396,4638
1580,4641
1775,4642
3390,4644
2386,4649
139,4653
909,4653
3249,4657
3894,4657
1941,4658
2282,4658
2365,4660
4376,4660
3670,4662
2939,4663
4381,4663
2044,4664
3766,4664
4458,4665
812,4669
1758,4669
3474,4671
865,4675
1061,4675
3756,4677
804,4678
3005,4680
177,4681
766,4682
583,4683
645,4685
2622,4686
2570,4687
3541,4688
1426,4693
2665,4693
3971,4694
3487,4700
3794,4702
4649,4702
3715,4704
3212,4705
2784,4707
2670,4708
2912,4709
1808,4711
780,4712
1852,4715
2613,4716
439,4717
4275,4719
3169,4720
471,4722
1640,4724
4181,4725
4491,4728
3074,4734
2184,4736
130,4737
206,4738
3102,4738
283,4740
4066,4740
2865,4743
1574,4745
202,4747
4128,4747
2130,4749
3808,4751
4643,4752
3742,4759
3510,4760
2610,4765
2656,4765
2273,4766
2456,4771
789,4772
1183,4772
2213,4774
2936,4777
2846,4778
3111,4779
3493,4781
3768,4782
2276,4784
1150,4786
2452,4787
3657,4787
4709,4787
4513,4789
2628,4793
4173,4794
432,4795
1713,4795
1865,4795
3217,4795
3821,4795
354,4797
3576,4799
247,4801
1897,4801
661,4806
1140,4807
2608,4807
2744,4808
624,4810
2910,4810
4334,4810
4297,4811
1853,4812
2107,4812
1246,4814
3534,4814
4488,4819
3384,4820
4340,4822
2283,4824
1002,4828
2229,4828
2277,4835
3177,4835
4012,4837
1816,4838
1830,4838
131,4839
4357,4839
3761,4841
1137,4844
1204,4849
2755,4849
3897,4850
1402,4852
2103,4852
1933,4854
816,4858
2886,4858
922,4861
4485,4861
2296,4862
4069,4862
4607,4862
4636,4862
1809,4863
2909,4863
3115,4864
4016,4867
3245,4868
4295,4868
1233,4870
942,4871
3769,4871
1436,4875
45,4878
1788,4880
3843,4882
4300,4886
2764,4887
1836,4895
2645,4897
4118,4898
4221,4899
4722,4899
643,4904
1416,4907
1285,4909
2242,4909
2893,4909
4025,4909
3089,4910
3063,4911
3477,4917
3736,4917
4528,4919
2628,4921
1137,4932
3270,4933
2473,4936
303,4937
718,4937
2011,4938
687,4943
4795,4943
428,4945
1966,4946
2759,4950
4474,4950
833,4952
4416,4953
4732,4953
4941,4953
4067,4954
1036,4957
801,4958
2303,4958
773,4961
2549,4961
4395,4961
2708,4963
159,4964
2963,4965
791,4966
59,4969
1089,4971
606,4972
2728,4973
4430,4973
4672,4976
4123,4977
4968,4977
283,4980
151,4981
1666,4982
1705,4982
1790,4982
4104,4983
2426,4984
2028,4986
4859,4987
376,4988
1043,4990
4389,4991
4499,4991
1480,4992
868,4994
3553,4998
2678,4999
926,5000
2899,5001
1464,5002
760,5005
216,5006
2718,5009
3124,5010
342,5013
907,5013
2852,5017
1502,5018
874,5019
3837,5019
3712,5024
3428,5025
2457,5028
1605,5032
527,5034
2221,5034
4507,5036
705,5037
1667,5039
2606,5039
3630,5040
3983,5040
4935,5040
411,5041
3657,5047
4672,5048
3469,5049
4622,5049
4876,5051
3780,5052
267,5057
3803,5057
2540,5058
2913,5060
869,5062
2753,5068
4704,5073
4501,5075
1109,5076
1554,5078
3010,5079
161,5083
3701,5083
4967,5083
3541,5084
1140,5085
1891,5085
1513,5087
2112,5088
782,5090
1294,5091
429,5092
3356,5096
103,5097
978,5099
1600,5100
2925,5100
4429,5102
1467,5104
2120,5104
3548,5105
901,5106
441,5109
612,5109
4965,5111
1495,5112
4724,5112
1786,5113
2766,5118
2035,5121
5029,5123
1875,5125
4323,5130
2994,5133
1485,5134
2744,5134
1635,5137
661,5140
3522,5140
3529,5141
115,5143
1073,5144
3817,5147
204,5148
245,5148
2507,5148
1025,5150
2359,5150
752,5153
3619,5154
4103,5154
1442,5162
1768,5163
4446,5163
4935,5163
295,5166
1363,5166
2026,5170
2111,5171
3221,5172
4423,5172
749,5174
3691,5175
452,5176
4584,5176
4972,5176
3257,5178
3519,5179
3,5180
4707,5180
766,5183
2008,5184
1578,5185
4334,5192
105,5198
907,5198
3357,5199
2100,5200
3997,5200
1798,5202
4664,5203
658,5206
3135,5207
1911,5212
3058,5212
3320,5213
2275,5215
1209,5217
2060,5217
2120,5219
291,5222
4879,5222
2370,5224
2946,5225
4074,5226
4581,5231
694,5235
449,5239
172,5243
2724,5243
2272,5247
1677,5248
4985,5248
1929,5249
4119,5251
4756,5252
2248,5253
3417,5255
778,5256
2571,5258
4877,5259
1543,5265
1424,5269
732,5272
4021,5273
2686,5275
1070,5279
2743,5280
3087,5280
4417,5280
118,5281
2378,5281
2571,5281
966,5284
2516,5284
620,5285
3089,5285
1963,5286
5183,5287
3476,5289
267,5292
3345,5292
498,5294
5235,5297
1148,5307
4523,5307
2227,5309
75,5310
2095,5312
4689,5313
4316,5314
3870,5316
644,5317
1257,5321
1236,5323
2681,5323
3385,5323
4468,5323
4817,5323
5252,5324
4528,5328
2217,5332
3608,5334
2330,5336
2722,5341
587,5343
345,5344
4732,5344
337,5345
2591,5345
3749,5345
3931,5348
4428,5348
264,5355
4081,5355
2653,5359
4803,5359
576,5360
3303,5372
1938,5373
3101,5377
2918,5379
3749,5382
494,5384
1593,5384
1447,5385
3275,5385
1688,5386
3864,5386
4187,5387
2832,5390
2968,5391
3271,5393
3672,5393
4830,5394
4942,5395
75,5397
5393,5398
34,5402
2806,5402
2522,5406
4880,5406
3814,5407
4570,5410
4539,5412
868,5413
916,5413
2085,5413
2999,5414
3097,5414
2293,5420
3169,5420
1261,5421
1621,5424
1036,5428
2215,5429
2245,5429
4365,5432
623,5434
1184,5434
2196,5434
1154,5435
1734,5435
1295,5436
2209,5439
55,5440
1266,5440
3946,5443
134,5444
4485,5445
2341,5446
1868,5447
2985,5448
1140,5449
3397,5449
1954,5450
4240,5451
3847,5452
4538,5452
2396,5453
5120,5455
4883,5456
1118,5457
2118,5458
2692,5458
1789,5459
2204,5460
2687,5463
2437,5464
2059,5465
4933,5465
2410,5467
4927,5468
912,5469
184,5470
950,5470
4566,5470
3377,5471
3839,5474
2759,5475
2327,5476
855,5477
5006,5477
2453,5480
113,5483
3204,5483
280,5485
5000,5485
192,5487
4190,5487
1775,5488
3759,5488
281,5491
384,5491
5084,5491
3610,5493
3418,5494
1181,5498
4306,5504
1387,5505
2517,5507
4223,5510
5320,5510
2880,5511
3089,5511
5016,5511
2924,5512
5436,5512
2716,5516
2041,5518
4391,5522
3505,5523
121,5525
2041,5525
5272,5526
2319,5528
1644,5529
3244,5529
4338,5530
1042,5531
1056,5539
5026,5540
1965,5541
1387,5542
2481,5542
1430,5543
2,5546
2202,5546
3817,5547
1741,5551
3083,5551
3748,5554
1284,5556
4957,5556
2484,5560
3283,5560
2662,5561
1930,5563
999,5564
3635,5565
113,5568
897,5570
3980,5570
1624,5571
367,5572
5313,5572
1045,5575
90,5576
3465,5578
5121,5580
2475,5581
4358,5583
2738,5584
4611,5585
5492,5585
751,5586
2628,5587
1208,5590
3098,5590
3560,5591
3181,5595
93,5599
3471,5599
3831,5600
4971,5600
2916,5605
2222,5608
1572,5609
1654,5609
1952,5610
1185,5611
1268,5611
2289,5613
177,5614
862,5614
2884,5614
3676,5614
630,5616
3228,5617
4884,5617
4080,5618
4184,5623
1161,5624
3412,5624
5057,5626
1200,5627
46,5629
820,5633
3822,5636
950,5638
4534,5638
1901,5642
5269,5645
646,5646
998,5646
3687,5647
2460,5648
4994,5650
5003,5650
469,5651
4466,5655
4534,5655
1816,5656
3316,5656
468,5661
1262,5663
1643,5663
5348,5664
767,5665
1754,5667
3801,5670
4248,5670
1136,5672
2134,5674
3449,5675
5564,5675
1689,5678
4863,5678
3127,5683
3850,5683
2927,5685
3108,5687
3510,5687
865,5688
2604,5692
5594,5692
1498,5694
3551,5696
1307,5698
910,5699
2710,5700
936,5702
1274,5704
2132,5705
2258,5705
1346,5708
278,5709
1133,5709
675,5713
3952,5713
4417,5717
1958,5719
5416,5719
3890,5721
5330,5723
4301,5724
5136,5724
726,5725
1299,5725
2862,5725
2678,5726
2010,5728
1313,5729
2130,5730
3938,5730
5684,5730
1166,5732
3941,5733
1119,5736
3216,5736
4945,5737
176,5743
70,5744
1112,5746
450,5747
5578,5747
2543,5748
4243,5749
1548,5752
1102,5755
2099,5755
4860,5756
1293,5759
3229,5759
910,5760
3415,5760
5365,5762
2276,5764
63,5766
138,5766
979,5766
1241,5766
1031,5767
3804,5768
2551,5769
1073,5780
5576,5781
4849,5782
5658,5783
2337,5784
4416,5784
3872,5789
4154,5789
1680,5790
2041,5790
2331,5793
3384,5793
1570,5800
5127,5800
2498,5801
1237,5806
2938,5808
1703,5809
4997,5814
5351,5815
760,5819
2510,5820
3656,5820
4400,5823
1441,5824
196,5826
4672,5826
824,5827
2680,5827
2694,5829
5052,5831
457,5832
3345,5832
2529,5833
3074,5834
3320,5837
2921,5838
5539,5839
1211,5840
2352,5843
244,5844
1346,5844
1595,5846
4326,5847
4182,5848
3071,5849
5383,5851
3151,5852
4116,5852
4234,5854
4269,5855
3362,5856
3052,5857
5151,5857
500,5858
2844,5860
4281,5862
1813,5863
1599,5864
1697,5864
3121,5864
1530,5865
2266,5867
1187,5868
4674,5870
1117,5872
129,5874
1072,5876
4001,5876
2778,5878
5137,5882
3585,5883
1634,5886
4195,5887
5354,5888
3832,5889
5194,5889
106,5890
4667,5890
2697,5891
4470,5891
323,5893
410,5893
357,5896
3489,5896
4997,5896
1625,5904
505,5906
546,5907
2531,5909
728,5910
969,5911
2015,5911
2227,5911
5104,5912
2515,5913
1490,5914
4040,5915
5476,5918
4355,5919
4444,5920
3024,5921
1717,5923
3654,5930
4858,5932
1160,5934
5409,5934
5468,5934
1305,5935
2767,5935
3152,5936
5896,5937
1646,5939
2463,5939
3207,5939
1439,5940
5540,5940
3755,5942
4811,5942
1867,5944
3169,5947
5227,5947
1977,5949
3240,5949
2533,5950
396,5953
1504,5953
2767,5957
3041,5958
1379,5959
3623,5961
2219,5962
387,5963
915,5965
5443,5967
5224,5968
3622,5970
2542,5973
3057,5973
5129,5975
4959,5976
1047,5977
3414,5984
5299,5985
2823,5986
5149,5986
1338,5987
3865,5988
2653,5989
3712,5989
541,5991
4171,5994
5151,5995
3851,5997
4867,5997
5573,5997
2566,5998
4187,5999
5734,6001
2878,6002
4929,6002
1520,6004
1908,6007
2954,6009
1623,6010
3264,6011
1436,6013
2372,6013
3968,6014
4013,6014
3839,6015
49,6017
1558,6017
3863,6020
5174,6021
2029,6023
4851,6023
1641,6024
3386,6024
4317,6024
4963,6024
2152,6025
3684,6028
2174,6031
36,6032
377,6032
4729,6032
1481,6033
2782,6037
3556,6039
194,6040
211,6041
741,6047
4366,6048
1592,6049
1961,6050
5851,6051
3909,6053
2839,6055
1541,6056
4105,6058
5310,6059
3037,6060
99,6062
1009,6062
3481,6062
3853,6062
1593,6065
1281,6067
3703,6067
716,6073
4440,6074
5790,6075
3962,6076
533,6077
2535,6077
5664,6077
5732,6077
1008,6078
5187,6078
3173,6080
5796,6080
4855,6085
141,6088
2780,6088
5354,6089
2069,6091
2786,6093
3189,6093
4795,6094
2465,6095
2469,6095
1742,6096
1301,6098
436,6102
4369,6105
4016,6106
4101,6106
326,6107
910,6107
5201,6109
2180,6111
3492,6112
1763,6116
42,6119
6085,6119
241,6121
613,6122
2295,6124
2517,6124
2343,6128
2509,6128
1573,6129
1618,6129
3563,6129
1769,6130
2256,6131
5134,6131
2664,6133
5933,6133
2554,6134
933,6135
2978,6136
5491,6138
1624,6141
1731,6143
5094,6144
5623,6146
5786,6150
2761,6151
3020,6151
499,6153
5313,6153
5877,6153
1378,6154
3318,6155
2351,6156
1350,6157
572,6160
4319,6160
1550,6172
5219,6173
3426,6174
6106,6177
1020,6181
3305,6185
3540,6185
5683,6188
5033,6189
3162,6191
4133,6191
6048,6196
3531,6198
1423,6199
4428,6199
5486,6199
3580,6200
6026,6200
4714,6201
3645,6211
2623,6212
1753,6214
3962,6217
334,6218
488,6218
2475,6218
1357,6219
3980,6219
4004,6219
3567,6222
1949,6223
1070,6224
1794,6224
4727,6224
606,6225
1129,6225
688,6229
2096,6229
665,6231
3150,6233
4375,6235
918,6239
2086,6239
88,6240
1908,6240
5677,6241
5837,6241
1137,6242
802,6244
4774,6244
5579,6244
6089,6245
3072,6246
1558,6248
1613,6249
1202,6250
2995,6250
3834,6250
3179,6252
685,6255
1486,6257
5777,6257
1649,6258
1286,6260
249,6262
2817,6262
4451,6263
1254,6267
4438,6267
1675,6270
3539,6270
5267,6271
5298,6272
4453,6274
3789,6277
5296,6277
5400,6278
5434,6280
2458,6282
2941,6283
4394,6285
5609,6285
707,6287
90,6288
3175,6291
5066,6295
5275,6297
4060,6298
678,6302
6065,6302
2855,6303
59,6304
5437,6305
4370,6306
4749,6306
843,6307
5697,6307
2299,6308
106,6309
6250,6309
3754,6310
444,6317
167,6318
4448,6318
6053,6320
2352,6321
583,6325
5945,6325
5388,6326
3690,6327
4110,6327
2906,6329
6023,6330
3026,6331
4128,6338
3759,6341
1643,6346
3162,6348
4228,6348
5102,6348
4877,6349
483,6350
1453,6351
4512,6352
5639,6353
3412,6354
5049,6354
215,6355
990,6355
3625,6356
257,6358
