source,target
143,237
74,238
95,238
122,238
196,238
231,238
35,239
49,239
63,239
91,239
164,239
48,240
53,240
76,240
176,240
73,241
172,241
237,242
239,242
30,243
90,243
168,243
204,243
116,244
179,245
194,245
5,246
61,246
64,246
224,246
239,246
89,247
34,248
43,248
127,248
139,248
175,248
216,248
238,248
203,250
86,251
181,251
191,251
197,251
16,252
190,252
162,253
3,254
41,254
66,255
202,255
218,255
127,256
7,257
13,257
54,257
97,257
170,257
13,258
31,258
46,258
41,259
74,259
125,259
170,259
7,260
145,260
43,261
203,261
168,262
183,262
186,262
200,262
64,263
102,263
152,263
153,263
238,263
88,264
115,264
215,264
153,265
178,265
196,265
213,265
225,265
89,266
170,266
36,267
40,267
80,267
121,267
123,267
244,267
31,268
74,268
52,269
141,269
235,269
196,270
101,271
129,271
27,273
155,273
42,274
102,274
115,274
130,274
132,274
106,275
148,275
223,275
21,276
49,276
143,276
149,276
28,277
48,277
11,278
162,278
264,278
184,279
246,279
20,280
28,280
58,280
119,280
203,280
248,280
32,281
91,281
265,281
79,282
168,282
15,283
50,283
125,283
49,284
95,284
110,284
171,285
204,285
207,285
235,285
16,286
32,286
49,286
156,286
42,287
86,287
142,287
261,287
265,287
50,288
130,288
120,289
122,289
164,289
181,289
205,289
272,289
92,290
99,290
129,290
139,290
156,290
234,290
258,290
17,291
84,291
103,291
191,291
248,291
71,292
237,292
70,293
165,293
265,293
141,294
195,294
201,294
90,295
110,295
139,295
180,295
225,295
291,295
36,296
41,296
124,296
235,296
262,296
123,297
257,297
68,298
109,298
198,298
144,299
150,299
222,299
3,300
89,300
181,300
188,300
272,300
118,301
210,301
287,301
61,302
65,302
68,302
141,302
153,302
296,302
34,303
57,303
69,303
255,303
276,303
37,304
282,304
79,305
139,305
160,305
237,305
269,305
300,305
171,306
182,306
228,306
290,306
84,307
246,307
132,308
273,308
98,309
100,309
228,309
285,309
277,310
166,311
179,311
293,311
3,312
65,312
150,312
216,312
262,312
50,313
227,313
234,313
47,314
56,314
75,314
108,314
54,315
60,315
70,315
75,315
77,315
89,315
152,315
174,315
178,315
212,315
99,316
189,316
206,316
233,316
28,318
99,318
109,318
154,318
168,318
312,318
25,319
250,319
257,319
126,320
198,320
199,320
232,320
263,320
108,321
24,322
191,322
206,322
210,322
319,322
35,323
81,323
144,323
153,323
287,323
21,324
56,324
305,324
89,325
248,325
283,325
304,325
21,326
82,326
119,326
208,326
271,326
309,326
14,327
75,327
84,327
173,327
2,328
18,328
31,328
50,328
117,328
300,328
89,329
191,329
311,329
71,330
213,330
1,331
12,331
277,331
32,332
96,332
150,332
168,332
178,332
108,333
122,333
186,333
219,333
25,334
118,334
54,335
98,335
119,335
189,335
195,335
271,335
285,335
55,336
111,336
149,336
265,336
289,336
10,337
111,337
119,337
200,337
201,337
46,338
166,338
250,338
15,339
177,339
334,339
6,340
99,340
133,340
156,340
268,340
284,340
2,341
9,341
153,341
268,341
296,341
311,341
11,342
49,342
73,342
104,342
214,342
95,343
193,343
199,343
3,344
47,344
103,344
141,344
173,344
4,345
20,345
32,345
99,345
147,345
225,345
237,345
246,345
307,345
66,346
94,346
212,346
276,346
290,346
314,346
79,347
218,347
344,347
0,348
57,348
78,348
126,348
206,348
42,349
25,350
70,350
80,350
82,350
103,350
230,350
251,350
292,350
193,351
47,352
53,352
156,352
264,352
310,352
58,353
236,353
257,353
291,353
74,354
85,354
123,354
166,354
177,354
204,354
213,354
280,354
329,354
181,355
268,355
349,355
77,356
123,357
247,357
36,358
71,358
75,358
120,358
286,358
330,358
139,359
217,359
285,359
313,359
27,360
44,360
199,360
8,361
117,361
139,361
229,361
339,361
79,362
147,362
33,363
103,363
220,363
263,363
271,363
354,363
18,364
73,364
258,364
346,364
353,364
211,365
247,365
307,365
244,366
252,366
21,367
89,367
106,367
149,367
143,368
255,368
51,369
144,369
177,369
188,369
205,369
284,369
301,369
366,369
32,370
77,370
83,370
271,370
338,370
55,371
118,371
295,371
51,372
135,372
139,372
174,372
259,372
295,372
230,373
358,373
78,374
115,374
359,374
56,375
85,375
135,375
212,375
27,376
72,376
164,376
204,376
344,376
48,377
69,377
190,377
4,378
60,378
254,378
273,378
320,378
222,379
228,379
300,379
155,380
204,380
365,380
367,380
140,381
266,381
286,381
332,381
44,382
321,382
341,382
57,383
95,383
136,383
198,383
212,383
62,384
77,384
274,384
325,384
45,385
179,385
220,385
248,385
283,385
331,385
351,385
21,386
42,386
59,386
220,386
228,386
242,386
283,386
355,386
27,387
68,387
128,387
167,387
194,387
221,387
332,387
45,388
70,388
146,388
218,388
293,388
293,389
351,389
364,389
3,390
93,390
251,390
297,390
67,391
81,391
140,391
234,391
238,391
339,391
377,391
134,392
180,392
185,392
232,392
332,392
377,392
7,393
38,393
142,393
165,393
74,394
160,394
252,394
342,394
351,394
392,394
34,395
43,395
156,395
245,395
293,395
178,396
181,396
273,396
329,396
326,397
341,397
370,397
287,398
346,398
357,398
60,399
64,399
137,399
179,399
203,399
277,399
280,399
331,399
379,399
197,400
258,400
277,400
304,400
64,401
120,401
175,401
276,401
366,401
377,401
87,402
139,402
150,402
184,402
194,402
227,402
359,402
382,402
22,403
51,403
157,403
217,403
242,403
143,404
163,404
258,404
299,404
394,404
13,405
33,405
71,405
118,405
191,405
218,405
262,405
277,405
352,405
95,406
112,406
132,406
147,407
281,407
335,407
148,408
156,408
163,409
325,409
348,409
378,409
16,411
64,411
75,411
128,411
337,411
346,411
348,411
123,412
176,412
333,412
48,413
129,413
373,413
11,414
23,414
31,414
272,414
412,414
49,415
145,415
150,415
165,415
167,415
250,415
400,415
303,416
341,416
114,417
235,417
259,417
306,417
412,417
88,418
153,418
164,418
87,419
90,419
165,419
185,419
195,419
306,419
325,419
257,420
299,420
301,420
351,420
185,421
309,421
367,421
158,422
313,422
357,422
373,422
401,422
35,423
101,423
130,423
176,423
6,424
93,424
194,424
304,424
337,424
390,424
399,424
312,425
347,425
50,426
152,426
347,426
396,426
124,427
312,427
364,427
393,427
91,428
105,428
164,428
215,428
273,428
412,428
413,428
129,429
233,429
238,429
242,429
413,429
125,430
245,430
294,430
411,430
417,430
150,431
242,431
290,431
332,431
11,432
43,432
98,432
408,432
39,433
173,433
279,433
290,433
297,433
357,433
366,433
136,434
229,434
277,434
430,434
109,435
124,435
160,435
172,435
349,435
382,435
389,435
431,435
42,436
56,436
244,436
9,437
103,437
250,437
330,437
339,437
407,437
161,438
255,438
331,438
388,438
415,438
5,439
14,439
15,439
20,439
69,439
89,439
148,439
196,439
207,439
213,439
235,439
259,439
372,439
413,439
419,439
95,440
137,440
156,440
177,440
189,440
197,440
249,440
346,440
359,440
61,441
144,441
60,442
129,442
234,442
268,442
417,442
429,442
12,443
83,443
111,443
324,443
116,444
231,444
237,444
238,444
260,444
339,444
342,444
365,444
409,444
46,445
306,445
322,445
396,445
56,446
83,446
284,446
352,446
430,446
37,447
72,447
168,447
193,447
180,448
171,449
239,449
315,449
367,449
91,450
98,450
240,450
331,450
406,450
11,451
59,451
68,451
85,451
155,451
176,451
213,451
335,451
2,452
6,452
27,452
133,452
149,452
332,452
427,452
48,453
106,453
110,453
176,453
204,453
316,453
336,453
386,453
113,454
258,454
276,454
14,455
131,455
157,455
370,455
386,455
441,455
52,456
86,456
139,456
220,456
281,456
299,456
441,456
443,456
281,457
314,457
361,457
386,457
404,457
235,458
248,458
295,458
328,458
332,458
344,458
398,458
27,459
75,459
83,459
88,459
97,459
182,459
268,459
441,459
109,460
170,460
215,460
341,460
69,461
268,461
350,461
18,462
31,462
113,462
140,462
224,462
272,462
445,462
159,463
283,463
335,463
383,463
407,463
439,463
186,464
247,464
407,464
429,464
307,465
369,465
397,465
437,465
17,466
73,466
108,466
254,466
296,466
29,467
153,467
298,467
322,467
444,467
12,468
134,468
334,468
457,468
16,469
108,469
130,469
181,469
251,469
418,469
54,470
189,470
308,470
390,470
440,470
116,471
151,471
288,471
412,471
413,471
33,472
169,472
337,472
416,472
31,473
40,473
130,473
167,473
62,474
75,474
175,474
243,474
111,475
187,475
190,475
397,475
78,476
238,476
303,476
341,476
391,476
227,477
249,477
280,477
290,477
404,477
311,478
312,478
315,478
403,478
419,479
431,479
469,479
158,480
265,480
285,480
319,480
384,480
388,480
397,480
439,480
20,481
78,481
119,481
182,481
350,481
453,481
88,482
199,482
391,482
443,482
452,482
312,483
341,483
388,483
392,483
417,483
452,483
92,484
213,484
218,484
246,484
294,484
298,484
410,484
477,484
63,485
141,485
164,485
218,485
221,485
81,486
142,486
246,486
410,486
478,486
41,487
68,487
92,487
345,487
415,487
454,487
167,488
218,488
317,488
407,488
53,489
96,489
258,489
297,489
344,489
98,490
254,490
459,490
149,491
231,491
310,491
328,491
395,491
409,491
448,491
7,492
172,492
239,492
241,492
250,492
385,492
389,492
410,492
433,492
453,492
474,492
484,492
14,493
211,493
2,494
76,494
207,494
226,494
367,494
371,494
470,494
26,495
248,495
396,495
398,495
484,495
0,496
11,496
35,496
100,496
191,496
227,496
485,496
167,497
229,497
308,497
368,497
484,497
0,498
3,498
91,498
189,498
247,498
264,498
328,498
456,498
8,499
21,499
81,499
172,499
310,499
343,499
448,499
